"Core Project Number","ClinicalTrials.gov ID","Study","Study Status",
"R01DK070553","NCT00432133","Individual and Environmental Mechanisms of PA Change","COMPLETED",
"P30CA046592","NCT00433576","Resveratrol in Treating Patients With Colorectal Cancer That Can Be Removed By Surgery","COMPLETED",
"R01CA080254","NCT00435344","Provider and Peer Delivered Youth Smoking Intervention","COMPLETED",
"R34MH077588","NCT00436150","Interpersonal Therapy-Based Treatment to Prevent Postpartum Depression in Adolescent Mothers","COMPLETED",
"P30CA015083","NCT00436917","Zoledronate in Treating Osteopenia or Osteoporosis in Postmenopausal Women Receiving Letrozole for Stage I, Stage II, or Stage IIIA Primary Breast Cancer","COMPLETED",
"U10CA098543","NCT00437060","Brain Function in Young Patients Receiving Methotrexate for Acute Lymphoblastic Leukemia","COMPLETED",
"U10HD034136","NCT00439374","RCT of Progesterone to Prevent Preterm Birth in Nulliparous Women With a Short Cervix","TERMINATED",
"U10HD040544","NCT00439374","RCT of Progesterone to Prevent Preterm Birth in Nulliparous Women With a Short Cervix","TERMINATED",
"F31AT003021","NCT00440089","Effects of Hands-on-Healing vs. Touch for Fatigued Breast Cancer Survivors","COMPLETED",
"U10EY014231","NCT00442156","The Course of Response to Focal Photocoagulation for DME","COMPLETED",
"R01DK073411","NCT00442689","Metabolic Syndrome in PCOS: Precursors and Interventions","COMPLETED",
"R01AR049762","NCT00443430","Trial of Early Aggressive Drug Therapy in Juvenile Idiopathic Arthritis","COMPLETED",
"P30CA016042","NCT00444223","Fluorine F 18 FEQA in Patients With Stage III or Stage IV Non-Small Cell Lung Cancer and in Healthy Participants","TERMINATED",
"P30CA006973","NCT00445484","Lenalidomide and Vaccine Therapy in Treating Patients With Relapsed or Refractory Multiple Myeloma","COMPLETED",
"P30CA043703","NCT00445757","Stereotactic Radiation Therapy in Treating Patients With Kidney Tumors","WITHDRAWN",
"K23MH064604","NCT00446238","Treatment of Depressed Adolescents With Physical Illness","COMPLETED",
"U01AT003208","NCT00447668","Effect of Yoga Vs. Stretching on Chronic Back Pain","COMPLETED",
"P30CA016086","NCT00448357","Allogeneic Hematopoietic Cell Transplantation for Patients With Busulfex-based Regimen","COMPLETED",
"R01AR052113","NCT00448448","Bracing in Adolescent Idiopathic Scoliosis Trial (BrAIST)","TERMINATED",
"U01CI000442","NCT00448981","Stopping Upper Respiratory Infections and Flu in the Family: The Stuffy Trial","COMPLETED",
"R01CA125614","NCT00450814","Vaccine Therapy With or Without Cyclophosphamide in Treating Patients With Recurrent or Refractory Multiple Myeloma","COMPLETED",
"P30CA008748","NCT00450827","Iodine I 131 Monoclonal Antibody 3F8 and Bevacizumab in Treating Patients With Relapsed or Refractory Neuroblastoma","COMPLETED",
"R01NS043186","NCT00451074","Six Month Study of Gentamicin in Duchenne Muscular Dystrophy With Stop Codons","COMPLETED",
"P30CA012197","NCT00452868","Donepezil in Treating Young Patients With Primary Brain Tumors Previously Treated With Radiation Therapy to the Brain","COMPLETED",
"U10CA031946","NCT00453154","Cisplatin or Carboplatin, and Etoposide With or Without Sunitinib Malate in Treating Patients With Extensive-Stage Small Cell Lung Cancer","COMPLETED",
"K23HL086714","NCT00453713","Race, Ethnicity, and Diffuse Parenchymal Lung Disease","COMPLETED",
"R01HL084401","NCT00454415","Prospective Study of Dietary Factors, BMI, and Risk of Asthma in Children","COMPLETED",
"P50HL083762","NCT00455403","Atheroma Reduction With Chloroquine in Patients With the Metabolic Syndrome (ARCH-MS)","COMPLETED",
"R01DK072982","NCT00456131","Prevention of Obesity at Universities: A Randomized Trial","COMPLETED",
"U10HL074424","NCT00457977","Comparing Two Pneumococcal Vaccines in Adults With Chronic Obstructive Pulmonary Disease","COMPLETED",
"U01DK061249","NCT00458029","Middle-School Based Primary Prevention Trial of Type 2 Diabetes","COMPLETED",
"R01CA101034","NCT00458549","Polyunsaturated Fatty Acids in Treating Patients With Prostate Cancer Undergoing Prostate Biopsy and/or Surgery","TERMINATED",
"P30CA012197","NCT00458809","Intraperitoneal Hyperthermic Perfusion With Oxaliplatin in Treating Patients With Stage IV Peritoneal Cancer Due to Appendix Cancer or Colorectal Cancer","COMPLETED",
"P30CA016672","NCT00459342","Dasatinib in Treating Patients With Stage IIIB, Stage IV, or Recurrent Non-Small Cell Lung Cancer","COMPLETED",
"U01CA062399","NCT00459381","Pazopanib in Treating Patients With Recurrent Glioblastoma","COMPLETED",
"K23HL076468","NCT00459732","Zinc & Bone Health in Thalassemia: The Think Zinc Study","COMPLETED",
"U10CA025224","NCT00459862","Pazopanib in Treating Patients With Malignant Pleural Mesothelioma","COMPLETED",
"P30CA008748","NCT00459875","Sunitinib in Treating Patients With Locally Recurrent or Metastatic Kidney Cancer","COMPLETED",
"R01CA118035","NCT00459953","Extended Cessation Treatment for Teen Smokers","COMPLETED",
"P30CA043703","NCT00459979","Sunitinib in Treating Patients With Kidney Cancer That Cannot Be Removed by Surgery","COMPLETED",
"P30CA043703","NCT00460031","Treating Patients With Prostate Cancer That Did Not Respond to Hormone Therapy","COMPLETED",
"U01HD041249","NCT00460434","Outcomes Following Vaginal Prolapse Repair and Mid Urethral Sling Trial","COMPLETED",
"U10HD054214","NCT00460434","Outcomes Following Vaginal Prolapse Repair and Mid Urethral Sling Trial","COMPLETED",
"R01NR004340","NCT00460863","Effects of Hemodialysis on the Sleep/Wake Cycle","COMPLETED",
"N01CN035160","NCT00462280","Lovastatin in Treating Patients At High Risk of Melanoma","COMPLETED",
"U01CA062502","NCT00462553","Sunitinib and Gemcitabine in Treating Patients With Pancreatic Cancer or Other Solid Tumors","COMPLETED",
"R21CA121908","NCT00462891","A Mammography FastTrack Program in Increasing the Number of Women Undergoing Breast Cancer Screening","COMPLETED",
"R01HG002213","NCT00462917","REVEAL III: Risk Evaluation and Education for Alzheimer's Disease","COMPLETED",
"P30CA060553","NCT00466921","Lenalidomide in Treating Patients With Relapsed Mycosis Fungoides/Sezary Syndrome","COMPLETED",
"N01CN035157","NCT00468910","Aspirin in Preventing Colorectal Cancer in Patients at Increased Risk of Colorectal Cancer","COMPLETED",
"P30CA014236","NCT00470054","Dasatinib in Treating Patients With Relapsed Small Cell Lung Cancer","COMPLETED",
"U54CA116847","NCT00470119","Effect of a Low-Calorie Diet and/or Exercise Program on Risk Factors for Developing Breast Cancer in Overweight or Obese Postmenopausal Women","COMPLETED",
"U01CA070095","NCT00470197","Flavopiridol, Cytarabine, and Mitoxantrone in Treating Patients With Relapsed or Refractory Acute Leukemia","COMPLETED",
"U10HL064287","NCT00471809","Childhood Asthma Research and Education (CARE) Network Trial - Montelukast or Azithromycin for Reduction of Inhaled Corticosteroids in Childhood Asthma (MARS)","TERMINATED",
"U10HL064313","NCT00471809","Childhood Asthma Research and Education (CARE) Network Trial - Montelukast or Azithromycin for Reduction of Inhaled Corticosteroids in Childhood Asthma (MARS)","TERMINATED",
"U19AI045432","NCT00472316","Innovative Approaches to Tuberculosis Control","COMPLETED",
"M01RR000056","NCT00472615","Menstrual Effects On Mood Symptoms in Bipolar Disorder","COMPLETED",
"R01DK069350","NCT00473265","Bone Properties in Hypoparathyroidism: Effects of PTH","COMPLETED",
"R21CA107428","NCT00473941","Life After Cancer Treatment Study","COMPLETED",
"R01AR041687","NCT00475111","Cognitive Behavioral Therapy Treatments for Adults With Rheumatoid Arthritis (The SARA Study)","COMPLETED",
"P30CA015083","NCT00475150","Cediranib Maleate in Treating Patients With Relapsed, Refractory, or Untreated Acute Myeloid Leukemia or High-Risk Myelodysplastic Syndrome","COMPLETED",
"K23EY018356","NCT00475254","Stress and Vision Fluctuations in Retinitis Pigmentosa","COMPLETED",
"P30CA015083","NCT00477750","Melphalan, Prednisone, and Lenalidomide in Treating Patients With Newly Diagnosed Multiple Myeloma","COMPLETED",
"P50CA096888","NCT00478062","Vaccine Therapy in Treating Patients Who Have Received First-Line Therapy for Hodgkin's Lymphoma","TERMINATED",
"P30CA033572","NCT00478283","Views and Attitudes of Oncologists and Geriatricians on the Use of Chemotherapy and Hormone Therapy in Treating Older and/or Frail Women With Breast Cancer","COMPLETED",
"M01RR000633","NCT00479791","Lipid, Glycemic, and Insulin Responses to Meals Rich in Different Fatty Acids","COMPLETED",
"R01HL084080","NCT00481806","Evaluating the Role of Thrombin in Saphenous Vein Graft Failure After Heart Bypass Surgery","UNKNOWN STATUS",
"P30CA069533","NCT00482274","Docetaxel in Treating Patients With Relapsed Prostate Cancer","TERMINATED",
"P30CA015083","NCT00482495","Bevacizumab in Treating Patients With Relapsed or Refractory Multiple Myeloma","COMPLETED",
"P30CA068485","NCT00482586","Quality of Life in Patients With Liver Cancer Treated With Image-Guided Therapy","COMPLETED",
"P30CA036727","NCT00483366","Imatinib Mesylate, Gemcitabine, and Capecitabine in Treating Patients With Advanced Solid Tumors (Closed to Accrual 12/11/2008)","COMPLETED",
"R01AA016059","NCT00483483","Project HERMITAGE: HIV Prevention in Hospitalized Russian Drinkers","COMPLETED",
"R01AT000491","NCT00484627","Effects of Creatine and Resistance Exercise Training in People With HIV Infection","COMPLETED",
"R01HS016335","NCT00484640","Modeling Genotype and Other Factors to Enhance the Safety of Coumadin Prescribing","UNKNOWN STATUS",
"P30CA036727","NCT00486356","Capecitabine, Epirubicin, and Carboplatin in Treating Patients With Progressive, Unresectable, or Metastatic Cancer","COMPLETED",
"R01CA126857","NCT00486525","Hatha Yoga in Improving Physical Activity, Inflammation, Fatigue, and Distress in Breast Cancer Survivors","COMPLETED",
"R01MH035636","NCT00487500","Comparing the Effects of Four Types of Electroconvulsive Therapy on Mood and Thinking in People With Depression","COMPLETED",
"P30CA082103","NCT00489086","Topical Tazarotene in Treating Patients With Basal Cell Skin Cancer and Basal Cell Nevus Syndrome on the Face","COMPLETED",
"P30CA012197","NCT00489125","Strength and Range of Motion in Women Undergoing Surgery for Breast Cancer","COMPLETED",
"P01CA015396","NCT00489281","Non-Myeloablative Bone Marrow Transplant for Patients With Sickle Cell Anemia and Other Blood Disorders","TERMINATED",
"P50CA116199","NCT00490503","Non-Invasive Magnetic Resonance Imaging (MRI) and Magnetic Resonance Spectroscopy Techniques (MRS) for Assessing Neoadjuvant Chemotherapy in Locally Advanced Breast Cancer","UNKNOWN STATUS",
"R01AG008415","NCT00492115","Cognitive Benefits of Treating Sleep Apnea in Parkinson's Disease","COMPLETED",
"R01HD043348","NCT00493987","The Role of 5-alpha Reductase in Mediating Testosterone Actions","COMPLETED",
"P30CA016672","NCT00494182","Sorafenib in Combination With Carboplatin and Paclitaxel in Treating Participants With Metastatic or Recurrent Head and Neck Squamous Cell Cancer","ACTIVE, NOT RECRUITING",
"R01MH087692","NCT00494728","Smoking Cessation for Depressed Smokers","ACTIVE, NOT RECRUITING",
"K23MH071641","NCT00494858","Focused Versus Enhanced Cognitive Behavioral Therapy for Treating Women With Bulimia Nervosa","COMPLETED",
"K23MH071181","NCT00494936","Effects of HIV and Hepatitis C Virus on the Brain","COMPLETED",
"P01AI030731","NCT00495573","HSV-2 Shedding Resolution After Acyclovir Treatment","COMPLETED",
"K23AI071257","NCT00495716","Effect of HSV-2 Suppressive Therapy on Sexual Behavior","TERMINATED",
"K12CA088084","NCT00495950","Prospective Measurement of Post-Treatment Lymphedema","COMPLETED",
"R01CA118136","NCT00496106","Stress, Immunity and Cervical Cancer: Biobehavioral Outcomes","COMPLETED",
"P30CA036727","NCT00496756","Sorafenib in Treating Patients With Metastatic or Unresectable Kidney Cancer","TERMINATED",
"R01DA019934","NCT00496951","Vagal Tone and Neonatal Abstinence Syndrome","COMPLETED",
"R01DA023387","NCT00497055","Aripiprazole Treatment for Methamphetamine Dependence Among High-risk Individuals","COMPLETED",
"R01MH059708","NCT00498706","Effectiveness of Telephone Versus Face-to-Face CBT in Treating People With Depression","COMPLETED",
"P30CA043703","NCT00498979","Sodium Stibogluconate and IFNa-2b Followed By CDDP, VLB and DTIC Treating Pts.With Advanced Melanoma or Other Cancers","COMPLETED",
"P30CA036727","NCT00499083","Paclitaxel, Cyclophosphamide, and Doxorubicin Followed by Autologous Dendritic Cells and Surgery With or Without Radiation Therapy and/or Hormone Therapy in Treating Women With Stage II or Stage III Breast Cancer","COMPLETED",
"U01CA062491","NCT00499135","Sunitinib Malate in Treating Patients With Unresectable or Metastatic Kidney Cancer or Other Advanced Solid Tumors","COMPLETED",
"U10CA032102","NCT00499369","Irinotecan and Cetuximab With or Without Bevacizumab in Treating Patients With Metastatic Colorectal Cancer That Progressed During First-Line Therapy","TERMINATED",
"P30CA006973","NCT00499486","Sirolimus in Treating Patients With Advanced Pancreatic Cancer","COMPLETED",
"R01DA018125","NCT00499746","The Discriminative Effects of Tramadol in Humans","COMPLETED",
"P30CA016672","NCT00501826","Combination Chemotherapy and Nelarabine in Treating Patients With T-cell Acute Lymphoblastic Leukemia or Lymphoblastic Lymphoma","RECRUITING",
"R03HS016029","NCT00502866","Study to Assess the Use of a Simple Lab Test to Screen for Rickets in Children","COMPLETED",
"R01CA106577","NCT00503035","Molecular Targeting of 15-Lipoxygenase-1 (15-LOX-1) for Apoptosis Induction in Human Colorectal Cancers","COMPLETED",
"R03HS016050","NCT00503542","Management of Vaginal Complaints: A Pilot Study Within a Practice-Based Research Network","COMPLETED",
"P30CA016672","NCT00503854","Fatigue and Symptom Burden in Low-Risk Cancer Patients Undergoing Treatment for Febrile Neutropenia","COMPLETED",
"R03NS048875","NCT00504049","Wavelet Analysis of Electromyography (EMG) in Cerebral Palsy","COMPLETED",
"R01DA017073","NCT00507728","Pharmacogenetics, Emotional Reactivity and Smoking","COMPLETED",
"R01FD003080","NCT00508027","Simvastatin (Zocor) Therapy in Sickle Cell Disease","COMPLETED",
"R01MH079814","NCT00511680","Beat the Blues: Treating Depression in African American Elders","COMPLETED",
"R21HD055501","NCT00513240","Erythropoetin Neuroprotection for Neonatal Cardiac Surgery","COMPLETED",
"U01CA121947","NCT00513526","Human Papillomavirus Vaccine Therapy in Treating Men With HIV-1 Infection","COMPLETED",
"P50DA009262","NCT00514202","Pilot Study Examining Effect for Dextroamphetamine to Treat Cocaine Dependence Plus Attention-deficit Hyperactivity Disorder (ADHD)","TERMINATED",
"P30CA008748","NCT00514254","Risk Factors for Endometrial Cancer in Black Women","ACTIVE, NOT RECRUITING",
"R49CE000946","NCT00515294","Acute and Residual Effects of Caffeinated Beer","COMPLETED",
"K07CA093512","NCT00515372","Depression Treatment and Screening in Ovarian Cancer Patients","ACTIVE, NOT RECRUITING",
"R01MH063985","NCT00515723","Glucose and Lipid Metabolism on Antipsychotic Medication","COMPLETED",
"R01MH078308","NCT00515879","Effect of D-cycloserine Plus Cognitive Behavioral Therapy on People With Social Phobia","COMPLETED",
"P30CA016672","NCT00516243","Defined Green Tea Catechin Extract in Treating Women With Hormone Receptor Negative Stage I-III Breast Cancer","COMPLETED",
"R01CA114539","NCT00516256","CHESS: Human and Computer Mentors for Prostate Cancer Patients","COMPLETED",
"T32AI007464","NCT00516360","Study of Chlorhexidine as the Hub Antiseptic to Prevent Catheter Related Infections in Newborn Infants","UNKNOWN STATUS",
"P30CA069533","NCT00516542","Dehydroepiandrosterone (DHEA) and Letrozole in Treating Patients With Metastatic Breast Cancer","TERMINATED",
